Processo;Tipo;Numero;Ano;Ementa;Autor;Relator;Data_Tramitação;Local_Tramitação;Origem_Tramitação;Data_TI;Local_TI;Estado;Dias na Comissão;Dias no Estado Atual
PL 0180/2026;PL;0180;2026;Projeto de PL nº 0180/2026 - Descrição do projeto número 180;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. MILTON COELHO (PP);12/03/2026 00:00:00;FIN;Recebido de SGP34;09/03/2026 00:00;Secretaria (SGP51);Recebido;117;26
PL 0181/2026;PL;0181;2026;Projeto de PL nº 0181/2026 - Descrição do projeto número 181;Ver. CRIS MONTERO (Novo);Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);16/05/2026 00:00:00;FIN;Recebido de SGP15;22/01/2026 00:00;Secretaria (SGP92);Recebido;60;29
PLO 0182/2026;PLO;0182;2026;Projeto de PLO nº 0182/2026 - Descrição do projeto número 182;Ver. DELEGADO JOÃO PAULO (PSD);Sem Relator Designado;22/04/2026 00:00:00;FIN;Recebido de SGP80;22/05/2026 00:00;Secretaria (SGP57);Recebido;89;14
PL 0183/2026;PL;0183;2026;Projeto de PL nº 0183/2026 - Descrição do projeto número 183;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. EDISON SANTOS (PDT);24/01/2026 00:00:00;FIN;Recebido de SGP22;23/03/2026 00:00;Secretaria (SGP13);Aprovado;81;8
PLO 0184/2026;PLO;0184;2026;Projeto de PLO nº 0184/2026 - Descrição do projeto número 184;Ver. SONINHA FRANCISCHINI (PL);Ver. EDISON SANTOS (PDT);30/03/2026 00:00:00;FIN;Recebido de SGP20;23/03/2026 00:00;Secretaria (SGP57);Encaminhado para Análise;110;28
PL 0185/2026;PL;0185;2026;Projeto de PL nº 0185/2026 - Descrição do projeto número 185;Ver. CRIS MONTERO (Novo);Sem Relator Designado;16/05/2026 00:00:00;FIN;Recebido de SGP21;12/05/2026 00:00;Secretaria (SGP39);Rejeitado;77;5
PL 0186/2026;PL;0186;2026;Projeto de PL nº 0186/2026 - Descrição do projeto número 186;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. TONINHO PAIVA (REPUBLICANOS);15/05/2026 00:00:00;FIN;Recebido de SGP69;21/03/2026 00:00;Secretaria (SGP94);Estudo para manifestação do relator;7;13
PL 0187/2026;PL;0187;2026;Projeto de PL nº 0187/2026 - Descrição do projeto número 187;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. JOSÉ POLICE NETO (PSDB);14/05/2026 00:00:00;FIN;Recebido de SGP64;12/01/2026 00:00;Secretaria (SGP71);Estudo para manifestação do relator;110;12
PR 0188/2026;PR;0188;2026;Projeto de PR nº 0188/2026 - Descrição do projeto número 188;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. LUNA ZARATTINI (PT);09/05/2026 00:00:00;FIN;Recebido de SGP61;07/05/2026 00:00;Secretaria (SGP46);Rejeitado;81;19
PDL 0189/2026;PDL;0189;2026;Projeto de PDL nº 0189/2026 - Descrição do projeto número 189;Ver. DELEGADO JOÃO PAULO (PSD);Ver. EDISON SANTOS (PDT);12/05/2026 00:00:00;FIN;Recebido de SGP32;28/01/2026 00:00;Secretaria (SGP62);Aguardando Notas Taquigráficas;97;7
PLO 0190/2026;PLO;0190;2026;Projeto de PLO nº 0190/2026 - Descrição do projeto número 190;Ver. DELEGADO JOÃO PAULO (PSD);Sem Relator Designado;23/03/2026 00:00:00;FIN;Recebido de SGP53;21/01/2026 00:00;Secretaria (SGP97);Rejeitado;33;17
PLO 0191/2026;PLO;0191;2026;Projeto de PLO nº 0191/2026 - Descrição do projeto número 191;Ver. DELEGADO JOÃO PAULO (PSD);Ver. EDISON SANTOS (PDT);06/01/2026 00:00:00;FIN;Recebido de SGP59;03/05/2026 00:00;Secretaria (SGP32);Em votação;69;6
PLO 0192/2026;PLO;0192;2026;Projeto de PLO nº 0192/2026 - Descrição do projeto número 192;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. SONINHA FRANCISCHINI (PL);19/05/2026 00:00:00;FIN;Recebido de SGP52;08/05/2026 00:00;Secretaria (SGP35);Recebido;28;6
PLO 0193/2026;PLO;0193;2026;Projeto de PLO nº 0193/2026 - Descrição do projeto número 193;Ver. JOSÉ POLICE NETO (PSDB);Ver. EDISON SANTOS (PDT);26/01/2026 00:00:00;FIN;Recebido de SGP40;22/05/2026 00:00;Secretaria (SGP88);Estudo para manifestação do relator;82;5
PDL 0194/2026;PDL;0194;2026;Projeto de PDL nº 0194/2026 - Descrição do projeto número 194;Ver. CRIS MONTERO (Novo);Ver. KEIT LIMA (PSOL);08/02/2026 00:00:00;FIN;Recebido de SGP95;23/04/2026 00:00;Secretaria (SGP21);Rejeitado;70;16
PDL 0195/2026;PDL;0195;2026;Projeto de PDL nº 0195/2026 - Descrição do projeto número 195;Ver. JOSÉ POLICE NETO (PSDB);Ver. TONINHO PAIVA (REPUBLICANOS);10/04/2026 00:00:00;FIN;Recebido de SGP84;10/03/2026 00:00;Secretaria (SGP61);Encaminhado para Análise;63;26
PDL 0196/2026;PDL;0196;2026;Projeto de PDL nº 0196/2026 - Descrição do projeto número 196;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. SONINHA FRANCISCHINI (PL);10/03/2026 00:00:00;FIN;Recebido de SGP92;23/01/2026 00:00;Secretaria (SGP64);Rejeitado;105;5
PR 0197/2026;PR;0197;2026;Projeto de PR nº 0197/2026 - Descrição do projeto número 197;Ver. LUNA ZARATTINI (PT);Ver. KEIT LIMA (PSOL);12/04/2026 00:00:00;FIN;Recebido de SGP36;22/02/2026 00:00;Secretaria (SGP46);Recebido;74;20
PLO 0198/2026;PLO;0198;2026;Projeto de PLO nº 0198/2026 - Descrição do projeto número 198;Ver. LUNA ZARATTINI (PT);Ver. LUNA ZARATTINI (PT);16/02/2026 00:00:00;FIN;Recebido de SGP47;30/01/2026 00:00;Secretaria (SGP42);Aguardando Notas Taquigráficas;99;0
PR 0199/2026;PR;0199;2026;Projeto de PR nº 0199/2026 - Descrição do projeto número 199;Ver. DELEGADO JOÃO PAULO (PSD);Ver. SONINHA FRANCISCHINI (PL);06/02/2026 00:00:00;FIN;Recebido de SGP77;04/03/2026 00:00;Secretaria (SGP33);Aguardando Notas Taquigráficas;43;1
PR 0200/2026;PR;0200;2026;Projeto de PR nº 0200/2026 - Descrição do projeto número 200;Ver. CRIS MONTERO (Novo);Sem Relator Designado;28/01/2026 00:00:00;FIN;Recebido de SGP57;03/04/2026 00:00;Secretaria (SGP11);Rejeitado;52;5
PL 0201/2026;PL;0201;2026;Projeto de PL nº 0201/2026 - Descrição do projeto número 201;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. KEIT LIMA (PSOL);23/02/2026 00:00:00;FIN;Recebido de SGP88;16/04/2026 00:00;Secretaria (SGP20);Encaminhado para Análise;81;12
PR 0202/2026;PR;0202;2026;Projeto de PR nº 0202/2026 - Descrição do projeto número 202;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. JOSÉ POLICE NETO (PSDB);24/05/2026 00:00:00;FIN;Recebido de SGP78;27/01/2026 00:00;Secretaria (SGP55);Aprovado;51;25
PDL 0203/2026;PDL;0203;2026;Projeto de PDL nº 0203/2026 - Descrição do projeto número 203;Ver. EDISON SANTOS (PDT);Ver. TONINHO PAIVA (REPUBLICANOS);16/05/2026 00:00:00;FIN;Recebido de SGP72;16/04/2026 00:00;Secretaria (SGP63);Aprovado;100;16
PDL 0204/2026;PDL;0204;2026;Projeto de PDL nº 0204/2026 - Descrição do projeto número 204;Ver. EDISON SANTOS (PDT);Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);21/02/2026 00:00:00;FIN;Recebido de SGP24;28/01/2026 00:00;Secretaria (SGP59);Aguardando Notas Taquigráficas;53;0
PDL 0205/2026;PDL;0205;2026;Projeto de PDL nº 0205/2026 - Descrição do projeto número 205;Ver. JOSÉ POLICE NETO (PSDB);Ver. SONINHA FRANCISCHINI (PL);22/02/2026 00:00:00;FIN;Recebido de SGP16;19/03/2026 00:00;Secretaria (SGP25);Em votação;115;19
PDL 0206/2026;PDL;0206;2026;Projeto de PDL nº 0206/2026 - Descrição do projeto número 206;Ver. TONINHO PAIVA (REPUBLICANOS);Sem Relator Designado;16/05/2026 00:00:00;FIN;Recebido de SGP31;23/02/2026 00:00;Secretaria (SGP40);Recebido;7;8
PL 0207/2026;PL;0207;2026;Projeto de PL nº 0207/2026 - Descrição do projeto número 207;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. TONINHO PAIVA (REPUBLICANOS);23/04/2026 00:00:00;FIN;Recebido de SGP92;06/03/2026 00:00;Secretaria (SGP87);Encaminhado para Análise;34;20
PDL 0208/2026;PDL;0208;2026;Projeto de PDL nº 0208/2026 - Descrição do projeto número 208;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);04/03/2026 00:00:00;FIN;Recebido de SGP73;24/02/2026 00:00;Secretaria (SGP88);Encaminhado para Análise;76;16
PDL 0209/2026;PDL;0209;2026;Projeto de PDL nº 0209/2026 - Descrição do projeto número 209;Ver. EDISON SANTOS (PDT);Ver. MILTON COELHO (PP);22/02/2026 00:00:00;FIN;Recebido de SGP99;06/03/2026 00:00;Secretaria (SGP16);Estudo para manifestação do relator;70;13
PLO 0210/2026;PLO;0210;2026;Projeto de PLO nº 0210/2026 - Descrição do projeto número 210;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. TONINHO PAIVA (REPUBLICANOS);08/04/2026 00:00:00;FIN;Recebido de SGP86;08/01/2026 00:00;Secretaria (SGP24);Rejeitado;77;19
PLO 0211/2026;PLO;0211;2026;Projeto de PLO nº 0211/2026 - Descrição do projeto número 211;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. MILTON COELHO (PP);11/04/2026 00:00:00;FIN;Recebido de SGP52;29/03/2026 00:00;Secretaria (SGP18);Estudo para manifestação do relator;38;8
PLO 0212/2026;PLO;0212;2026;Projeto de PLO nº 0212/2026 - Descrição do projeto número 212;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);13/01/2026 00:00:00;FIN;Recebido de SGP75;13/05/2026 00:00;Secretaria (SGP37);Estudo para manifestação do relator;95;18
PDL 0213/2026;PDL;0213;2026;Projeto de PDL nº 0213/2026 - Descrição do projeto número 213;Ver. CRIS MONTERO (Novo);Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);04/05/2026 00:00:00;FIN;Recebido de SGP42;29/03/2026 00:00;Secretaria (SGP49);Em votação;106;10
PL 0214/2026;PL;0214;2026;Projeto de PL nº 0214/2026 - Descrição do projeto número 214;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. KEIT LIMA (PSOL);20/04/2026 00:00:00;FIN;Recebido de SGP62;04/03/2026 00:00;Secretaria (SGP81);Rejeitado;52;19
PDL 0215/2026;PDL;0215;2026;Projeto de PDL nº 0215/2026 - Descrição do projeto número 215;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. TONINHO PAIVA (REPUBLICANOS);17/02/2026 00:00:00;FIN;Recebido de SGP21;25/03/2026 00:00;Secretaria (SGP19);Aguardando Pareceres;13;21
PDL 0216/2026;PDL;0216;2026;Projeto de PDL nº 0216/2026 - Descrição do projeto número 216;Ver. EDISON SANTOS (PDT);Ver. LUNA ZARATTINI (PT);03/03/2026 00:00:00;FIN;Recebido de SGP84;17/04/2026 00:00;Secretaria (SGP48);Encaminhado para Análise;56;7
PR 0217/2026;PR;0217;2026;Projeto de PR nº 0217/2026 - Descrição do projeto número 217;Ver. LUNA ZARATTINI (PT);Ver. SONINHA FRANCISCHINI (PL);01/01/2026 00:00:00;FIN;Recebido de SGP80;03/05/2026 00:00;Secretaria (SGP43);Encaminhado para Análise;74;3
PLO 0218/2026;PLO;0218;2026;Projeto de PLO nº 0218/2026 - Descrição do projeto número 218;Ver. JOSÉ POLICE NETO (PSDB);Ver. EDISON SANTOS (PDT);16/03/2026 00:00:00;FIN;Recebido de SGP60;21/04/2026 00:00;Secretaria (SGP38);Aguardando Pareceres;55;18
PDL 0219/2026;PDL;0219;2026;Projeto de PDL nº 0219/2026 - Descrição do projeto número 219;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. LUNA ZARATTINI (PT);25/05/2026 00:00:00;FIN;Recebido de SGP12;31/03/2026 00:00;Secretaria (SGP79);Aguardando Notas Taquigráficas;11;8
PR 0220/2026;PR;0220;2026;Projeto de PR nº 0220/2026 - Descrição do projeto número 220;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. JOSÉ POLICE NETO (PSDB);06/05/2026 00:00:00;FIN;Recebido de SGP58;26/01/2026 00:00;Secretaria (SGP82);Encaminhado para Análise;22;23
PL 0221/2026;PL;0221;2026;Projeto de PL nº 0221/2026 - Descrição do projeto número 221;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. SONINHA FRANCISCHINI (PL);27/05/2026 00:00:00;FIN;Recebido de SGP20;14/02/2026 00:00;Secretaria (SGP95);Estudo para manifestação do relator;33;30
PDL 0222/2026;PDL;0222;2026;Projeto de PDL nº 0222/2026 - Descrição do projeto número 222;Ver. DELEGADO JOÃO PAULO (PSD);Sem Relator Designado;29/04/2026 00:00:00;FIN;Recebido de SGP50;30/04/2026 00:00;Secretaria (SGP61);Estudo para manifestação do relator;7;22
PR 0223/2026;PR;0223;2026;Projeto de PR nº 0223/2026 - Descrição do projeto número 223;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. SONINHA FRANCISCHINI (PL);09/05/2026 00:00:00;FIN;Recebido de SGP45;05/01/2026 00:00;Secretaria (SGP32);Aprovado;98;26
PL 0224/2026;PL;0224;2026;Projeto de PL nº 0224/2026 - Descrição do projeto número 224;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. SONINHA FRANCISCHINI (PL);04/04/2026 00:00:00;FIN;Recebido de SGP93;18/04/2026 00:00;Secretaria (SGP97);Aguardando Notas Taquigráficas;2;30
PR 0225/2026;PR;0225;2026;Projeto de PR nº 0225/2026 - Descrição do projeto número 225;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. LUNA ZARATTINI (PT);27/03/2026 00:00:00;FIN;Recebido de SGP69;18/03/2026 00:00;Secretaria (SGP92);Rejeitado;112;11
PL 0226/2026;PL;0226;2026;Projeto de PL nº 0226/2026 - Descrição do projeto número 226;Ver. LUNA ZARATTINI (PT);Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);14/01/2026 00:00:00;FIN;Recebido de SGP24;04/02/2026 00:00;Secretaria (SGP92);Aguardando Pareceres;63;26
PR 0227/2026;PR;0227;2026;Projeto de PR nº 0227/2026 - Descrição do projeto número 227;Ver. JOSÉ POLICE NETO (PSDB);Ver. LUNA ZARATTINI (PT);05/02/2026 00:00:00;FIN;Recebido de SGP76;12/02/2026 00:00;Secretaria (SGP77);Rejeitado;61;22
PDL 0228/2026;PDL;0228;2026;Projeto de PDL nº 0228/2026 - Descrição do projeto número 228;Ver. JOSÉ POLICE NETO (PSDB);Ver. MILTON COELHO (PP);22/01/2026 00:00:00;FIN;Recebido de SGP33;07/03/2026 00:00;Secretaria (SGP35);Rejeitado;16;10
PR 0229/2026;PR;0229;2026;Projeto de PR nº 0229/2026 - Descrição do projeto número 229;Ver. LUNA ZARATTINI (PT);Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);31/03/2026 00:00:00;FIN;Recebido de SGP34;14/03/2026 00:00;Secretaria (SGP51);Aprovado;27;5
PDL 0230/2026;PDL;0230;2026;Projeto de PDL nº 0230/2026 - Descrição do projeto número 230;Ver. EDISON SANTOS (PDT);Ver. LUNA ZARATTINI (PT);07/01/2026 00:00:00;FIN;Recebido de SGP16;18/04/2026 00:00;Secretaria (SGP27);Encaminhado para Análise;37;28
PL 0231/2026;PL;0231;2026;Projeto de PL nº 0231/2026 - Descrição do projeto número 231;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);05/02/2026 00:00:00;FIN;Recebido de SGP96;27/05/2026 00:00;Secretaria (SGP23);Rejeitado;22;9
PLO 0232/2026;PLO;0232;2026;Projeto de PLO nº 0232/2026 - Descrição do projeto número 232;Ver. EDISON SANTOS (PDT);Ver. EDISON SANTOS (PDT);30/05/2026 00:00:00;FIN;Recebido de SGP73;26/03/2026 00:00;Secretaria (SGP12);Em votação;81;16
PR 0233/2026;PR;0233;2026;Projeto de PR nº 0233/2026 - Descrição do projeto número 233;Ver. DELEGADO JOÃO PAULO (PSD);Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);07/04/2026 00:00:00;FIN;Recebido de SGP13;05/02/2026 00:00;Secretaria (SGP94);Recebido;65;15
PL 0234/2026;PL;0234;2026;Projeto de PL nº 0234/2026 - Descrição do projeto número 234;Ver. TONINHO PAIVA (REPUBLICANOS);Sem Relator Designado;09/01/2026 00:00:00;FIN;Recebido de SGP82;11/04/2026 00:00;Secretaria (SGP43);Aprovado;1;7
PR 0235/2026;PR;0235;2026;Projeto de PR nº 0235/2026 - Descrição do projeto número 235;Ver. EDISON SANTOS (PDT);Ver. KEIT LIMA (PSOL);20/04/2026 00:00:00;FIN;Recebido de SGP11;06/04/2026 00:00;Secretaria (SGP52);Recebido;12;26
PL 0236/2026;PL;0236;2026;Projeto de PL nº 0236/2026 - Descrição do projeto número 236;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. SONINHA FRANCISCHINI (PL);09/03/2026 00:00:00;FIN;Recebido de SGP93;25/01/2026 00:00;Secretaria (SGP49);Estudo para manifestação do relator;47;0
PDL 0237/2026;PDL;0237;2026;Projeto de PDL nº 0237/2026 - Descrição do projeto número 237;Ver. EDISON SANTOS (PDT);Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);08/04/2026 00:00:00;FIN;Recebido de SGP29;06/01/2026 00:00;Secretaria (SGP84);Recebido;57;17
PDL 0238/2026;PDL;0238;2026;Projeto de PDL nº 0238/2026 - Descrição do projeto número 238;Ver. DELEGADO JOÃO PAULO (PSD);Ver. SONINHA FRANCISCHINI (PL);19/05/2026 00:00:00;FIN;Recebido de SGP89;15/01/2026 00:00;Secretaria (SGP64);Rejeitado;90;23
PR 0239/2026;PR;0239;2026;Projeto de PR nº 0239/2026 - Descrição do projeto número 239;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. TONINHO PAIVA (REPUBLICANOS);16/02/2026 00:00:00;FIN;Recebido de SGP71;02/04/2026 00:00;Secretaria (SGP76);Rejeitado;61;18
PLO 0240/2026;PLO;0240;2026;Projeto de PLO nº 0240/2026 - Descrição do projeto número 240;Ver. SONINHA FRANCISCHINI (PL);Ver. MILTON COELHO (PP);27/03/2026 00:00:00;FIN;Recebido de SGP66;18/03/2026 00:00;Secretaria (SGP24);Aguardando Pareceres;35;5
PLO 0241/2026;PLO;0241;2026;Projeto de PLO nº 0241/2026 - Descrição do projeto número 241;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. KEIT LIMA (PSOL);25/02/2026 00:00:00;FIN;Recebido de SGP34;09/04/2026 00:00;Secretaria (SGP40);Em votação;101;25
PDL 0242/2026;PDL;0242;2026;Projeto de PDL nº 0242/2026 - Descrição do projeto número 242;Ver. TONINHO PAIVA (REPUBLICANOS);Sem Relator Designado;21/05/2026 00:00:00;FIN;Recebido de SGP46;05/01/2026 00:00;Secretaria (SGP42);Encaminhado para Análise;23;7
PR 0243/2026;PR;0243;2026;Projeto de PR nº 0243/2026 - Descrição do projeto número 243;Ver. DELEGADO JOÃO PAULO (PSD);Ver. KEIT LIMA (PSOL);21/01/2026 00:00:00;FIN;Recebido de SGP93;01/01/2026 00:00;Secretaria (SGP59);Encaminhado para Análise;101;30
PLO 0244/2026;PLO;0244;2026;Projeto de PLO nº 0244/2026 - Descrição do projeto número 244;Ver. SONINHA FRANCISCHINI (PL);Ver. JOSÉ POLICE NETO (PSDB);14/01/2026 00:00:00;FIN;Recebido de SGP38;01/02/2026 00:00;Secretaria (SGP31);Encaminhado para Análise;93;3
PLO 0245/2026;PLO;0245;2026;Projeto de PLO nº 0245/2026 - Descrição do projeto número 245;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. LUNA ZARATTINI (PT);27/03/2026 00:00:00;FIN;Recebido de SGP23;08/04/2026 00:00;Secretaria (SGP45);Aguardando Pareceres;61;8
PL 0246/2026;PL;0246;2026;Projeto de PL nº 0246/2026 - Descrição do projeto número 246;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. SONINHA FRANCISCHINI (PL);14/04/2026 00:00:00;FIN;Recebido de SGP15;21/01/2026 00:00;Secretaria (SGP60);Estudo para manifestação do relator;77;13
PR 0247/2026;PR;0247;2026;Projeto de PR nº 0247/2026 - Descrição do projeto número 247;Ver. JOSÉ POLICE NETO (PSDB);Sem Relator Designado;11/03/2026 00:00:00;FIN;Recebido de SGP20;29/01/2026 00:00;Secretaria (SGP35);Aprovado;64;18
PR 0248/2026;PR;0248;2026;Projeto de PR nº 0248/2026 - Descrição do projeto número 248;Ver. JOSÉ POLICE NETO (PSDB);Ver. SONINHA FRANCISCHINI (PL);12/01/2026 00:00:00;FIN;Recebido de SGP77;16/03/2026 00:00;Secretaria (SGP59);Estudo para manifestação do relator;110;0
PLO 0249/2026;PLO;0249;2026;Projeto de PLO nº 0249/2026 - Descrição do projeto número 249;Ver. JOSÉ POLICE NETO (PSDB);Sem Relator Designado;31/03/2026 00:00:00;FIN;Recebido de SGP70;15/05/2026 00:00;Secretaria (SGP73);Encaminhado para Análise;14;4
PL 0250/2026;PL;0250;2026;Projeto de PL nº 0250/2026 - Descrição do projeto número 250;Ver. SONINHA FRANCISCHINI (PL);Ver. LUNA ZARATTINI (PT);26/05/2026 00:00:00;FIN;Recebido de SGP19;18/03/2026 00:00;Secretaria (SGP48);Recebido;56;25
PR 0251/2026;PR;0251;2026;Projeto de PR nº 0251/2026 - Descrição do projeto número 251;Ver. EDISON SANTOS (PDT);Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);05/04/2026 00:00:00;FIN;Recebido de SGP17;04/05/2026 00:00;Secretaria (SGP76);Aprovado;87;16
PR 0252/2026;PR;0252;2026;Projeto de PR nº 0252/2026 - Descrição do projeto número 252;Ver. DELEGADO JOÃO PAULO (PSD);Ver. MILTON COELHO (PP);27/05/2026 00:00:00;FIN;Recebido de SGP56;13/01/2026 00:00;Secretaria (SGP47);Aguardando Pareceres;73;23
PL 0253/2026;PL;0253;2026;Projeto de PL nº 0253/2026 - Descrição do projeto número 253;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. EDISON SANTOS (PDT);21/03/2026 00:00:00;FIN;Recebido de SGP30;25/04/2026 00:00;Secretaria (SGP58);Estudo para manifestação do relator;94;11
PL 0254/2026;PL;0254;2026;Projeto de PL nº 0254/2026 - Descrição do projeto número 254;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. MILTON COELHO (PP);16/01/2026 00:00:00;FIN;Recebido de SGP29;22/02/2026 00:00;Secretaria (SGP73);Em votação;63;17
PLO 0255/2026;PLO;0255;2026;Projeto de PLO nº 0255/2026 - Descrição do projeto número 255;Ver. SONINHA FRANCISCHINI (PL);Ver. SONINHA FRANCISCHINI (PL);26/03/2026 00:00:00;FIN;Recebido de SGP16;23/05/2026 00:00;Secretaria (SGP25);Estudo para manifestação do relator;100;2
PDL 0256/2026;PDL;0256;2026;Projeto de PDL nº 0256/2026 - Descrição do projeto número 256;Ver. DELEGADO JOÃO PAULO (PSD);Ver. KEIT LIMA (PSOL);10/01/2026 00:00:00;FIN;Recebido de SGP68;10/03/2026 00:00;Secretaria (SGP88);Rejeitado;36;12
PL 0257/2026;PL;0257;2026;Projeto de PL nº 0257/2026 - Descrição do projeto número 257;Ver. LUNA ZARATTINI (PT);Ver. SONINHA FRANCISCHINI (PL);07/01/2026 00:00:00;FIN;Recebido de SGP12;12/03/2026 00:00;Secretaria (SGP42);Estudo para manifestação do relator;9;1
PDL 0258/2026;PDL;0258;2026;Projeto de PDL nº 0258/2026 - Descrição do projeto número 258;Ver. JOSÉ POLICE NETO (PSDB);Sem Relator Designado;15/05/2026 00:00:00;FIN;Recebido de SGP48;28/02/2026 00:00;Secretaria (SGP41);Encaminhado para Análise;46;16
PR 0259/2026;PR;0259;2026;Projeto de PR nº 0259/2026 - Descrição do projeto número 259;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. MILTON COELHO (PP);20/05/2026 00:00:00;FIN;Recebido de SGP24;18/03/2026 00:00;Secretaria (SGP19);Aprovado;99;4
PL 0260/2026;PL;0260;2026;Projeto de PL nº 0260/2026 - Descrição do projeto número 260;Ver. EDISON SANTOS (PDT);Ver. LUNA ZARATTINI (PT);15/01/2026 00:00:00;FIN;Recebido de SGP88;19/01/2026 00:00;Secretaria (SGP87);Aguardando Pareceres;66;21
PL 0261/2026;PL;0261;2026;Projeto de PL nº 0261/2026 - Descrição do projeto número 261;Ver. LUNA ZARATTINI (PT);Ver. KEIT LIMA (PSOL);11/03/2026 00:00:00;FIN;Recebido de SGP28;15/02/2026 00:00;Secretaria (SGP15);Em votação;58;14
PL 0262/2026;PL;0262;2026;Projeto de PL nº 0262/2026 - Descrição do projeto número 262;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. EDISON SANTOS (PDT);17/03/2026 00:00:00;FIN;Recebido de SGP53;21/03/2026 00:00;Secretaria (SGP89);Aprovado;10;0
PLO 0263/2026;PLO;0263;2026;Projeto de PLO nº 0263/2026 - Descrição do projeto número 263;Ver. CRIS MONTERO (Novo);Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);16/01/2026 00:00:00;FIN;Recebido de SGP65;06/01/2026 00:00;Secretaria (SGP95);Estudo para manifestação do relator;75;21
PL 0264/2026;PL;0264;2026;Projeto de PL nº 0264/2026 - Descrição do projeto número 264;Ver. CRIS MONTERO (Novo);Ver. JOSÉ POLICE NETO (PSDB);15/01/2026 00:00:00;FIN;Recebido de SGP43;12/03/2026 00:00;Secretaria (SGP68);Aprovado;81;2
PR 0265/2026;PR;0265;2026;Projeto de PR nº 0265/2026 - Descrição do projeto número 265;Ver. TONINHO PAIVA (REPUBLICANOS);Sem Relator Designado;11/01/2026 00:00:00;FIN;Recebido de SGP26;08/04/2026 00:00;Secretaria (SGP50);Em votação;97;25
PR 0266/2026;PR;0266;2026;Projeto de PR nº 0266/2026 - Descrição do projeto número 266;Ver. EDISON SANTOS (PDT);Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);30/03/2026 00:00:00;FIN;Recebido de SGP67;17/01/2026 00:00;Secretaria (SGP89);Aguardando Pareceres;2;10
PL 0267/2026;PL;0267;2026;Projeto de PL nº 0267/2026 - Descrição do projeto número 267;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. LUNA ZARATTINI (PT);29/05/2026 00:00:00;FIN;Recebido de SGP14;27/02/2026 00:00;Secretaria (SGP50);Rejeitado;21;24
PR 0268/2026;PR;0268;2026;Projeto de PR nº 0268/2026 - Descrição do projeto número 268;Ver. JOSÉ POLICE NETO (PSDB);Sem Relator Designado;25/04/2026 00:00:00;FIN;Recebido de SGP98;01/01/2026 00:00;Secretaria (SGP23);Em votação;46;26
PDL 0269/2026;PDL;0269;2026;Projeto de PDL nº 0269/2026 - Descrição do projeto número 269;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. SONINHA FRANCISCHINI (PL);06/04/2026 00:00:00;FIN;Recebido de SGP87;30/01/2026 00:00;Secretaria (SGP64);Em votação;78;25
